NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed;
31;1;5;1:41.478;0;;27.910;0;43.926;0;29.642;0;131.3;8:44.988;08:18:44.988;0:27.910;0:43.926;0:29.642;183.1;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;27.910;43.926;29.642;17.132;17.132;10.778;27.910;31.203;59.113;12.723;1:11.836;11.529;1:23.365;18.113;1:41.478;
31;1;6;1:37.381;2;;26.545;0;42.295;0;28.541;2;136.8;10:22.369;08:20:22.369;0:26.545;0:42.295;0:28.541;185.2;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;26.545;42.295;28.541;16.841;16.841;9.704;26.545;29.712;56.257;12.583;1:08.840;10.763;1:19.603;17.778;1:37.381;
31;1;7;1:38.307;0;;26.562;0;43.027;0;28.718;0;135.5;12:00.676;08:22:00.676;0:26.562;0:43.027;0:28.718;184.3;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;26.562;43.027;28.718;16.827;16.827;9.735;26.562;30.089;56.651;12.938;1:09.589;10.995;1:20.584;17.723;1:38.307;
31;1;8;1:38.772;0;;26.541;0;42.228;2;30.003;0;134.9;13:39.448;08:23:39.448;0:26.541;0:42.228;0:30.003;185.2;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;26.541;42.228;30.003;16.784;16.784;9.757;26.541;29.690;56.231;12.538;1:08.769;11.730;1:20.499;18.273;1:38.772;
31;1;9;1:38.049;0;;26.712;0;42.384;0;28.953;0;135.9;15:17.497;08:25:17.497;0:26.712;0:42.384;0:28.953;185.2;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;FF;26.712;42.384;28.953;16.948;16.948;9.764;26.712;29.818;56.530;12.566;1:09.096;11.171;1:20.267;17.782;1:38.049;
41;1;1;1:54.391;0;;41.360;0;43.927;0;29.104;0;116.5;1:54.391;08:11:54.391;0:41.360;0:43.927;0:29.104;183.1;Jenson Sofronas;0:00:14.316;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;41.360;43.927;29.104;31.308;31.308;10.052;41.360;31.143;1:12.503;12.784;1:25.287;11.052;1:36.339;18.052;1:54.391;
41;1;2;1:40.764;0;;27.823;0;43.797;0;29.144;0;132.2;3:35.155;08:13:35.155;0:27.823;0:43.797;0:29.144;184.3;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.823;43.797;29.144;17.132;17.132;10.691;27.823;31.148;58.971;12.649;1:11.620;11.166;1:22.786;17.978;1:40.764;
41;1;3;1:37.456;2;;26.484;2;42.269;0;28.703;0;136.7;5:12.611;08:15:12.611;0:26.484;0:42.269;0:28.703;185.2;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.484;42.269;28.703;16.803;16.803;9.681;26.484;29.695;56.179;12.574;1:08.753;11.031;1:19.784;17.672;1:37.456;
41;1;4;1:37.783;0;;26.551;0;42.317;0;28.915;0;136.3;6:50.394;08:16:50.394;0:26.551;0:42.317;0:28.915;185.2;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.551;42.317;28.915;16.890;16.890;9.661;26.551;29.763;56.314;12.554;1:08.868;10.974;1:19.842;17.941;1:37.783;
41;1;5;1:41.008;0;;27.071;0;43.877;0;30.060;0;131.9;8:31.402;08:18:31.402;0:27.071;0:43.877;0:30.060;178.2;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.071;43.877;30.060;17.411;17.411;9.660;27.071;30.148;57.219;13.729;1:10.948;12.132;1:23.080;17.928;1:41.008;
41;1;6;1:37.765;0;;26.504;0;42.377;0;28.884;0;136.3;10:09.167;08:20:09.167;0:26.504;0:42.377;0:28.884;185.2;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.504;42.377;28.884;16.874;16.874;9.630;26.504;29.832;56.336;12.545;1:08.881;11.066;1:19.947;17.818;1:37.765;
41;1;7;1:37.599;0;;26.520;0;42.161;2;28.918;0;136.5;11:46.766;08:21:46.766;0:26.520;0:42.161;0:28.918;185.2;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.520;42.161;28.918;16.991;16.991;9.529;26.520;29.596;56.116;12.565;1:08.681;10.906;1:19.587;18.012;1:37.599;
41;1;8;1:39.613;0;;26.598;0;43.945;0;29.070;0;133.8;13:26.379;08:23:26.379;0:26.598;0:43.945;0:29.070;176.2;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.598;43.945;29.070;16.953;16.953;9.645;26.598;29.845;56.443;14.100;1:10.543;11.357;1:21.900;17.713;1:39.613;
41;1;9;1:37.738;0;;26.679;0;42.422;0;28.637;2;136.3;15:04.117;08:25:04.117;0:26.679;0:42.422;0:28.637;184.3;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;FF;26.679;42.422;28.637;16.954;16.954;9.725;26.679;29.816;56.495;12.606;1:09.101;10.861;1:19.962;17.776;1:37.738;
46;1;1;2:37.886;0;;1:20.909;0;47.128;0;29.849;0;84.4;2:37.886;08:12:37.886;1:20.909;0:47.128;0:29.849;175.0;Lucas Weisenberg;0:00:51.649;Am;;Lucas Racing;Toyota Gazoo Racing;GF;80.909;47.128;29.849;1:09.815;1:09.815;11.094;1:20.909;33.701;1:54.610;13.427;2:08.037;11.724;2:19.761;18.125;2:37.886;
46;1;2;1:37.783;0;;26.525;0;42.764;0;28.494;0;136.3;4:15.669;08:14:15.669;0:26.525;0:42.764;0:28.494;184.3;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;26.525;42.764;28.494;16.751;16.751;9.774;26.525;30.014;56.539;12.750;1:09.289;10.720;1:20.009;17.774;1:37.783;
46;1;3;1:37.298;2;;26.415;2;42.529;0;28.354;2;137.0;5:52.967;08:15:52.967;0:26.415;0:42.529;0:28.354;185.2;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;26.415;42.529;28.354;16.637;16.637;9.778;26.415;29.831;56.246;12.698;1:08.944;10.634;1:19.578;17.720;1:37.298;
46;1;4;1:38.980;0;;26.567;0;42.360;2;30.053;0;134.6;7:31.947;08:17:31.947;0:26.567;0:42.360;0:30.053;184.3;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;26.567;42.360;30.053;16.780;16.780;9.787;26.567;29.688;56.255;12.672;1:08.927;11.354;1:20.281;18.699;1:38.980;
46;1;5;1:37.415;0;;26.468;0;42.464;0;28.483;0;136.8;9:09.362;08:19:09.362;0:26.468;0:42.464;0:28.483;184.3;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;26.468;42.464;28.483;16.698;16.698;9.770;26.468;29.748;56.216;12.716;1:08.932;10.746;1:19.678;17.737;1:37.415;
46;1;6;1:37.455;0;;26.540;0;42.550;0;28.365;0;136.7;10:46.817;08:20:46.817;0:26.540;0:42.550;0:28.365;184.3;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;26.540;42.550;28.365;16.743;16.743;9.797;26.540;29.834;56.374;12.716;1:09.090;10.706;1:19.796;17.659;1:37.455;
46;1;7;1:37.308;0;;26.479;0;42.383;0;28.446;0;136.9;12:24.125;08:22:24.125;0:26.479;0:42.383;0:28.446;184.3;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;26.479;42.383;28.446;16.715;16.715;9.764;26.479;29.678;56.157;12.705;1:08.862;10.674;1:19.536;17.772;1:37.308;
46;1;8;1:49.141;0;;27.138;0;53.058;0;28.945;0;122.1;14:13.266;08:24:13.266;0:27.138;0:53.058;0:28.945;176.2;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;27.138;53.058;28.945;16.774;16.774;10.364;27.138;36.543;1:03.681;16.515;1:20.196;11.057;1:31.253;17.888;1:49.141;
46;1;9;1:59.792;0;B;26.750;0;42.655;0;50.387;0;111.2;16:13.058;08:26:13.058;0:26.750;0:42.655;0:50.387;184.3;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;FF;26.750;42.655;50.387;16.963;16.963;9.787;26.750;29.812;56.562;12.843;1:09.405;11.429;1:20.834;38.958;1:59.792;
47;1;1;2:09.006;0;;53.652;0;44.771;0;30.583;0;103.3;2:09.006;08:12:09.006;0:53.652;0:44.771;0:30.583;183.1;Parker DeLong;0:00:23.040;Am;;TechSport;Toyota Gazoo Racing;GF;53.652;44.771;30.583;42.464;42.464;11.188;53.652;31.922;1:25.574;12.849;1:38.423;10.897;1:49.320;19.686;2:09.006;
47;1;2;1:37.453;0;;26.630;0;42.312;0;28.511;0;136.7;3:46.459;08:13:46.459;0:26.630;0:42.312;0:28.511;185.2;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;26.630;42.312;28.511;16.795;16.795;9.835;26.630;29.705;56.335;12.607;1:08.942;10.845;1:19.787;17.666;1:37.453;
47;1;3;1:37.374;0;;26.532;0;42.220;0;28.622;0;136.8;5:23.833;08:15:23.833;0:26.532;0:42.220;0:28.622;185.2;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;26.532;42.220;28.622;16.709;16.709;9.823;26.532;29.635;56.167;12.585;1:08.752;10.893;1:19.645;17.729;1:37.374;
47;1;4;1:37.502;0;;26.481;0;42.258;0;28.763;0;136.7;7:01.335;08:17:01.335;0:26.481;0:42.258;0:28.763;185.2;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;26.481;42.258;28.763;16.582;16.582;9.899;26.481;29.657;56.138;12.601;1:08.739;10.900;1:19.639;17.863;1:37.502;
47;1;5;1:40.574;0;;26.983;0;43.802;0;29.789;0;132.5;8:41.909;08:18:41.909;0:26.983;0:43.802;0:29.789;185.2;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;26.983;43.802;29.789;17.185;17.185;9.798;26.983;30.702;57.685;13.100;1:10.785;11.176;1:21.961;18.613;1:40.574;
47;1;6;1:37.040;2;;26.364;2;42.220;0;28.456;0;137.3;10:18.949;08:20:18.949;0:26.364;0:42.220;0:28.456;187.2;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;26.364;42.220;28.456;16.646;16.646;9.718;26.364;29.634;55.998;12.586;1:08.584;10.643;1:19.227;17.813;1:37.040;
47;1;7;1:38.038;0;;27.116;0;42.369;0;28.553;0;135.9;11:56.987;08:21:56.987;0:27.116;0:42.369;0:28.553;189.1;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;27.116;42.369;28.553;16.701;16.701;10.415;27.116;29.840;56.956;12.529;1:09.485;10.794;1:20.279;17.759;1:38.038;
47;1;8;1:40.019;0;;26.463;0;44.164;0;29.392;0;133.2;13:37.006;08:23:37.006;0:26.463;0:44.164;0:29.392;180.0;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;26.463;44.164;29.392;16.746;16.746;9.717;26.463;30.172;56.635;13.992;1:10.627;11.729;1:22.356;17.663;1:40.019;
47;1;9;1:37.113;0;;26.498;0;42.195;2;28.420;2;137.2;15:14.119;08:25:14.119;0:26.498;0:42.195;0:28.420;185.2;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;FF;26.498;42.195;28.420;16.728;16.728;9.770;26.498;29.602;56.100;12.593;1:08.693;10.704;1:19.397;17.716;1:37.113;
5;1;1;1:57.260;0;;42.406;0;45.237;0;29.617;0;113.6;1:57.260;08:11:57.260;0:42.406;0:45.237;0:29.617;178.2;Beltre Curtis;0:00:15.195;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;42.406;45.237;29.617;32.300;32.300;10.106;42.406;32.101;1:14.507;13.136;1:27.643;11.641;1:39.284;17.976;1:57.260;
5;1;2;1:38.771;0;;26.930;0;42.754;0;29.087;0;134.9;3:36.031;08:13:36.031;0:26.930;0:42.754;0:29.087;184.3;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.930;42.754;29.087;17.179;17.179;9.751;26.930;30.061;56.991;12.693;1:09.684;11.169;1:20.853;17.918;1:38.771;
5;1;3;1:37.597;2;;26.487;0;42.271;2;28.839;0;136.5;5:13.628;08:15:13.628;0:26.487;0:42.271;0:28.839;185.2;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.487;42.271;28.839;16.808;16.808;9.679;26.487;29.705;56.192;12.566;1:08.758;11.192;1:19.950;17.647;1:37.597;
5;1;4;1:38.082;0;;26.345;2;42.811;0;28.926;0;135.9;6:51.710;08:16:51.710;0:26.345;0:42.811;0:28.926;185.2;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.345;42.811;28.926;16.726;16.726;9.619;26.345;30.047;56.392;12.764;1:09.156;11.108;1:20.264;17.818;1:38.082;
5;1;5;1:37.998;0;;26.642;0;42.439;0;28.917;0;136.0;8:29.708;08:18:29.708;0:26.642;0:42.439;0:28.917;185.2;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.642;42.439;28.917;16.901;16.901;9.741;26.642;29.866;56.508;12.573;1:09.081;11.145;1:20.226;17.772;1:37.998;
5;1;6;1:37.890;0;;26.545;0;42.492;0;28.853;0;136.1;10:07.598;08:20:07.598;0:26.545;0:42.492;0:28.853;184.3;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.545;42.492;28.853;16.879;16.879;9.666;26.545;29.871;56.416;12.621;1:09.037;11.081;1:20.118;17.772;1:37.890;
5;1;7;1:43.600;0;;26.647;0;46.422;0;30.531;0;128.6;11:51.198;08:21:51.198;0:26.647;0:46.422;0:30.531;178.2;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.647;46.422;30.531;16.928;16.928;9.719;26.647;30.276;56.923;16.146;1:13.069;11.721;1:24.790;18.810;1:43.600;
5;1;8;1:37.711;0;;26.637;0;42.374;0;28.700;2;136.4;13:28.909;08:23:28.909;0:26.637;0:42.374;0:28.700;185.2;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.637;42.374;28.700;16.915;16.915;9.722;26.637;29.783;56.420;12.591;1:09.011;10.946;1:19.957;17.754;1:37.711;
5;1;9;1:37.655;0;;26.638;0;42.299;0;28.718;0;136.5;15:06.564;08:25:06.564;0:26.638;0:42.299;0:28.718;185.2;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;FF;26.638;42.299;28.718;16.890;16.890;9.748;26.638;29.719;56.357;12.580;1:08.937;11.000;1:19.937;17.718;1:37.655;
51;1;1;1:52.873;0;;39.261;0;44.618;0;28.994;0;118.1;1:52.873;08:11:52.873;0:39.261;0:44.618;0:28.994;184.3;Massimo Sunseri;0:00:11.549;Am;;BSI Racing;Toyota Gazoo Racing;GF;39.261;44.618;28.994;28.977;28.977;10.284;39.261;31.867;1:11.128;12.751;1:23.879;11.082;1:34.961;17.912;1:52.873;
51;1;2;1:38.980;0;;26.928;0;43.243;0;28.809;0;134.6;3:31.853;08:13:31.853;0:26.928;0:43.243;0:28.809;185.2;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;26.928;43.243;28.809;17.181;17.181;9.747;26.928;30.603;57.531;12.640;1:10.171;10.925;1:21.096;17.884;1:38.980;
51;1;3;1:38.484;0;;26.746;0;42.685;0;29.053;0;135.3;5:10.337;08:15:10.337;0:26.746;0:42.685;0:29.053;185.2;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;26.746;42.685;29.053;17.102;17.102;9.644;26.746;29.967;56.713;12.718;1:09.431;10.987;1:20.418;18.066;1:38.484;
51;1;4;1:37.850;2;;26.738;0;42.546;2;28.566;2;136.2;6:48.187;08:16:48.187;0:26.738;0:42.546;0:28.566;185.2;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;26.738;42.546;28.566;16.961;16.961;9.777;26.738;29.917;56.655;12.629;1:09.284;10.879;1:20.163;17.687;1:37.850;
51;1;5;1:38.157;0;;26.707;2;42.728;0;28.722;0;135.8;8:26.344;08:18:26.344;0:26.707;0:42.728;0:28.722;184.3;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;26.707;42.728;28.722;16.954;16.954;9.753;26.707;29.945;56.652;12.783;1:09.435;10.899;1:20.334;17.823;1:38.157;
51;1;6;1:38.775;0;;26.805;0;42.695;0;29.275;0;134.9;10:05.119;08:20:05.119;0:26.805;0:42.695;0:29.275;184.3;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;26.805;42.695;29.275;17.003;17.003;9.802;26.805;29.951;56.756;12.744;1:09.500;11.388;1:20.888;17.887;1:38.775;
51;1;7;1:43.534;0;;26.941;0;46.229;0;30.364;0;128.7;11:48.653;08:21:48.653;0:26.941;0:46.229;0:30.364;175.0;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;26.941;46.229;30.364;17.069;17.069;9.872;26.941;30.427;57.368;15.802;1:13.170;12.313;1:25.483;18.051;1:43.534;
51;1;8;1:38.618;0;;26.807;0;42.759;0;29.052;0;135.1;13:27.271;08:23:27.271;0:26.807;0:42.759;0:29.052;184.3;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;26.807;42.759;29.052;16.950;16.950;9.857;26.807;30.017;56.824;12.742;1:09.566;11.098;1:20.664;17.954;1:38.618;
51;1;9;1:38.164;0;;26.792;0;42.651;0;28.721;0;135.7;15:05.435;08:25:05.435;0:26.792;0:42.651;0:28.721;184.3;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;FF;26.792;42.651;28.721;16.949;16.949;9.843;26.792;29.944;56.736;12.707;1:09.443;10.853;1:20.296;17.868;1:38.164;
55;1;1;2:46.452;0;;1:32.087;0;45.032;0;29.333;0;80.1;2:46.452;08:12:46.452;1:32.087;0:45.032;0:29.333;175.0;Spike Kohlbecker;0:01:04.766;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;92.087;45.032;29.333;1:21.824;1:21.824;10.263;1:32.087;31.805;2:03.892;13.227;2:17.119;11.320;2:28.439;18.013;2:46.452;
55;1;2;1:38.530;0;;26.518;0;43.377;0;28.635;0;135.2;4:24.982;08:14:24.982;0:26.518;0:43.377;0:28.635;183.1;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;26.518;43.377;28.635;16.816;16.816;9.702;26.518;30.616;57.134;12.761;1:09.895;10.908;1:20.803;17.727;1:38.530;
55;1;3;1:37.081;0;;26.454;0;42.159;0;28.468;2;137.3;6:02.063;08:16:02.063;0:26.454;0:42.159;0:28.468;184.3;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;26.454;42.159;28.468;16.818;16.818;9.636;26.454;29.614;56.068;12.545;1:08.613;10.811;1:19.424;17.657;1:37.081;
55;1;4;1:40.115;0;;26.574;0;43.224;0;30.317;0;133.1;7:42.178;08:17:42.178;0:26.574;0:43.224;0:30.317;178.2;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;26.574;43.224;30.317;16.863;16.863;9.711;26.574;29.871;56.445;13.353;1:09.798;11.551;1:21.349;18.766;1:40.115;
55;1;5;1:37.844;0;;26.575;0;42.129;0;29.140;0;136.2;9:20.022;08:19:20.022;0:26.575;0:42.129;0:29.140;185.2;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;26.575;42.129;29.140;16.946;16.946;9.629;26.575;29.602;56.177;12.527;1:08.704;11.175;1:19.879;17.965;1:37.844;
55;1;6;1:37.026;2;;26.438;2;42.103;0;28.485;0;137.3;10:57.048;08:20:57.048;0:26.438;0:42.103;0:28.485;185.2;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;26.438;42.103;28.485;16.801;16.801;9.637;26.438;29.574;56.012;12.529;1:08.541;10.770;1:19.311;17.715;1:37.026;
55;1;7;1:37.082;0;;26.494;0;42.084;2;28.504;0;137.3;12:34.130;08:22:34.130;0:26.494;0:42.084;0:28.504;185.2;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;26.494;42.084;28.504;16.827;16.827;9.667;26.494;29.610;56.104;12.474;1:08.578;10.792;1:19.370;17.712;1:37.082;
55;1;8;1:38.615;0;;26.500;0;42.929;0;29.186;0;135.1;14:12.745;08:24:12.745;0:26.500;0:42.929;0:29.186;178.2;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;26.500;42.929;29.186;16.816;16.816;9.684;26.500;29.661;56.161;13.268;1:09.429;11.251;1:20.680;17.935;1:38.615;
55;1;9;2:04.233;0;B;26.601;0;45.176;0;52.456;0;107.3;16:16.978;08:26:16.978;0:26.601;0:45.176;0:52.456;180.0;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FF;26.601;45.176;52.456;16.857;16.857;9.744;26.601;30.548;57.149;14.628;1:11.777;11.734;1:23.511;40.722;2:04.233;
58;1;1;2:00.704;0;;45.414;0;45.606;0;29.684;0;110.4;2:00.704;08:12:00.704;0:45.414;0:45.606;0:29.684;175.0;Liam Harrison;0:00:17.662;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;45.414;45.606;29.684;35.324;35.324;10.090;45.414;31.815;1:17.229;13.791;1:31.020;11.533;1:42.553;18.151;2:00.704;
58;1;2;1:40.207;0;;27.205;0;43.405;0;29.597;0;133.0;3:40.911;08:13:40.911;0:27.205;0:43.405;0:29.597;181.2;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.205;43.405;29.597;17.555;17.555;9.650;27.205;30.560;57.765;12.845;1:10.610;11.266;1:21.876;18.331;1:40.207;
58;1;3;1:39.741;0;;27.719;0;43.011;0;29.011;0;133.6;5:20.652;08:15:20.652;0:27.719;0:43.011;0:29.011;182.1;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.719;43.011;29.011;18.038;18.038;9.681;27.719;30.303;58.022;12.708;1:10.730;10.921;1:21.651;18.090;1:39.741;
58;1;4;1:38.988;0;;26.902;0;42.922;0;29.164;0;134.6;6:59.640;08:16:59.640;0:26.902;0:42.922;0:29.164;183.1;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.902;42.922;29.164;17.208;17.208;9.694;26.902;30.208;57.110;12.714;1:09.824;10.888;1:20.712;18.276;1:38.988;
58;1;5;1:47.688;0;;35.382;0;43.125;0;29.181;0;123.7;8:47.328;08:18:47.328;0:35.382;0:43.125;0:29.181;181.2;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;35.382;43.125;29.181;22.811;22.811;12.571;35.382;30.244;1:05.626;12.881;1:18.507;10.977;1:29.484;18.204;1:47.688;
58;1;6;1:38.996;0;;26.817;2;43.194;0;28.985;2;134.6;10:26.324;08:20:26.324;0:26.817;0:43.194;0:28.985;183.1;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.817;43.194;28.985;17.165;17.165;9.652;26.817;30.412;57.229;12.782;1:10.011;11.005;1:21.016;17.980;1:38.996;
58;1;7;1:38.884;2;;26.827;0;42.793;0;29.264;0;134.8;12:05.208;08:22:05.208;0:26.827;0:42.793;0:29.264;184.3;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.827;42.793;29.264;17.076;17.076;9.751;26.827;30.113;56.940;12.680;1:09.620;11.136;1:20.756;18.128;1:38.884;
58;1;8;1:39.422;0;;26.890;0;42.816;0;29.716;0;134.0;13:44.630;08:23:44.630;0:26.890;0:42.816;0:29.716;184.3;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.890;42.816;29.716;17.159;17.159;9.731;26.890;30.113;57.003;12.703;1:09.706;11.606;1:21.312;18.110;1:39.422;
58;1;9;1:59.361;0;B;27.423;0;42.775;2;49.163;0;111.6;15:43.991;08:25:43.991;0:27.423;0:42.775;0:49.163;184.3;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;FF;27.423;42.775;49.163;17.510;17.510;9.913;27.423;30.020;57.443;12.755;1:10.198;11.285;1:21.483;37.878;1:59.361;
7;1;1;1:53.254;0;;39.759;0;44.383;0;29.112;0;117.7;1:53.254;08:11:53.254;0:39.759;0:44.383;0:29.112;185.2;Jaxon Bell;0:00:12.864;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;39.759;44.383;29.112;29.680;29.680;10.079;39.759;31.680;1:11.439;12.703;1:24.142;11.252;1:35.394;17.860;1:53.254;
7;1;2;1:37.946;0;;26.675;0;42.634;0;28.637;0;136.0;3:31.200;08:13:31.200;0:26.675;0:42.634;0:28.637;185.2;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.675;42.634;28.637;16.912;16.912;9.763;26.675;29.975;56.650;12.659;1:09.309;10.810;1:20.119;17.827;1:37.946;
7;1;3;1:38.715;0;;26.639;0;42.505;0;29.571;0;135.0;5:09.915;08:15:09.915;0:26.639;0:42.505;0:29.571;185.2;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.639;42.505;29.571;16.920;16.920;9.719;26.639;29.842;56.481;12.663;1:09.144;11.522;1:20.666;18.049;1:38.715;
7;1;4;1:37.484;2;;26.628;0;42.260;0;28.596;2;136.7;6:47.399;08:16:47.399;0:26.628;0:42.260;0:28.596;184.3;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.628;42.260;28.596;16.895;16.895;9.733;26.628;29.616;56.244;12.644;1:08.888;10.823;1:19.711;17.773;1:37.484;
7;1;5;1:50.485;0;;26.617;0;51.858;0;32.010;0;120.6;8:37.884;08:18:37.884;0:26.617;0:51.858;0:32.010;176.2;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.617;51.858;32.010;16.884;16.884;9.733;26.617;35.727;1:02.344;16.131;1:18.475;13.036;1:31.511;18.974;1:50.485;
7;1;6;1:37.611;0;;26.573;0;42.280;0;28.758;0;136.5;10:15.495;08:20:15.495;0:26.573;0:42.280;0:28.758;185.2;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.573;42.280;28.758;16.875;16.875;9.698;26.573;29.645;56.218;12.635;1:08.853;10.835;1:19.688;17.923;1:37.611;
7;1;7;1:39.405;0;;26.521;2;42.206;2;30.678;0;134.1;11:54.900;08:21:54.900;0:26.521;0:42.206;0:30.678;185.2;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.521;42.206;30.678;16.806;16.806;9.715;26.521;29.575;56.096;12.631;1:08.727;11.328;1:20.055;19.350;1:39.405;
